Term,Status,Code,Section Name and Title,Location,Faculty,Available/Capacity,Credits,Academic Level,SEM,LEC,LAB,EXAM,Other Meetings
Fall 2022,Open,ACCT*1220*0101,ACCT*1220*0101 (6573) Intro Financial Accounting,Guelph,P. Lassou,'3 / 48,0.50,Undergraduate,"Mon 04:30PM - 05:20PM, MCKN, Room 225","Fri 08:30AM - 10:20AM, ROZH, Room 104","Tues 08:30AM - 10:30AM, Room TBA Room TBA"
Fall 2022,Open,ACCT*1220*0102,ACCT*1220*0102 (6574) Intro Financial Accounting,Guelph,P. Lassou,'1 / 48,0.50,Undergraduate,"Tues 08:30AM - 09:20AM, MCKN, Room 227","Fri 08:30AM - 10:20AM, ROZH, Room 104","Tues 08:30AM - 10:30AM, Room TBA Room TBA"
Fall 2022,Open,ACCT*1220*0103,ACCT*1220*0103 (6575) Intro Financial Accounting,Guelph,P. Lassou,'1 / 48,0.50,Undergraduate,"Wed 04:30PM - 05:20PM, MCKN, Room 228","Fri 08:30AM - 10:20AM, ROZH, Room 104","Tues 08:30AM - 10:30AM, Room TBA Room TBA"
Fall 2022,Closed,ACCT*1220*0104,ACCT*1220*0104 (6576) Intro Financial Accounting,Guelph,P. Lassou,'0 / 48,0.50,Undergraduate,"Thur 12:30PM - 01:20PM, MACS, Room 121","Fri 08:30AM - 10:20AM, ROZH, Room 104","Tues 08:30AM - 10:30AM, Room TBA Room TBA"
Fall 2022,Open,ACCT*1220*0105,ACCT*1220*0105 (6577) Intro Financial Accounting,Guelph,P. Lassou,'1 / 48,0.50,Undergraduate,"Mon 11:30AM - 12:20PM, MCKN, Room 226","Fri 08:30AM - 10:20AM, ROZH, Room 104","Tues 08:30AM - 10:30AM, Room TBA Room TBA"
Fall 2022,Closed,ACCT*1220*0106,ACCT*1220*0106 (6578) Intro Financial Accounting,Guelph,P. Lassou,'0 / 48,0.50,Undergraduate,"Tues 02:30PM - 03:20PM, MACS, Room 121","Fri 08:30AM - 10:20AM, ROZH, Room 104","Tues 08:30AM - 10:30AM, Room TBA Room TBA"
Fall 2022,Open,ACCT*1220*0107,ACCT*1220*0107 (6579) Intro Financial Accounting,Guelph,P. Lassou,'1 / 70,0.50,Undergraduate,"Tues 09:30AM - 10:20AM, AD-S, Room VIRTUAL","Fri 08:30AM - 10:20AM, ROZH, Room 104","Tues 08:30AM - 10:30AM, Room TBA Room TBA"
Fall 2022,Open,ACCT*1220*0108,ACCT*1220*0108 (6580) Intro Financial Accounting,Guelph,P. Lassou,'2 / 70,0.50,Undergraduate,"Wed 01:30PM - 02:20PM, AD-S, Room VIRTUAL","Fri 08:30AM - 10:20AM, ROZH, Room 104","Tues 08:30AM - 10:30AM, Room TBA Room TBA"
Fall 2022,Closed,ACCT*1220*0109,ACCT*1220*0109 (6581) Intro Financial Accounting,Guelph,P. Lassou,'0 / 48,0.50,Undergraduate,"Mon 12:30PM - 01:20PM, MCKN, Room 231","Fri 08:30AM - 10:20AM, ROZH, Room 104","Tues 08:30AM - 10:30AM, Room TBA Room TBA"
Fall 2022,Open,ACCT*1220*0110,ACCT*1220*0110 (6582) Intro Financial Accounting,Guelph,P. Lassou,'1 / 48,0.50,Undergraduate,"Thur 11:30AM - 12:20PM, MACS, Room 121","Fri 08:30AM - 10:20AM, ROZH, Room 104","Tues 08:30AM - 10:30AM, Room TBA Room TBA"
Fall 2022,Open,ACCT*1220*DE01,ACCT*1220*DE01 (6583) Intro Financial Accounting,Guelph,T. Nasreen,'8 / 200,0.50,Undergraduate,"Tues 08:30AM - 10:30AM, Room TBA Room TBA"
Fall 2022,Closed,AGR*2470*0102,AGR*2470*0102 (6620) Intro to Plant Agriculture,Guelph,"M. McDonald, B. Micallef, J. Nasielski",'0 / 20,0.50,Undergraduate,"Tues, Thur 01:00PM - 02:20PM, MCKN, Room 117","Tues 02:30PM - 05:20PM, , Room GNHS","Tues 02:30PM - 05:20PM, MACN, Room 201","Mon 11:30AM - 01:30PM, Room TBA Room TBA"
Fall 2022,Closed,AGR*2470*0103,AGR*2470*0103 (6621) Intro to Plant Agriculture,Guelph,"M. McDonald, B. Micallef, J. Nasielski",'0 / 20,0.50,Undergraduate,"Tues, Thur 01:00PM - 02:20PM, MCKN, Room 117","Wed 02:30PM - 05:20PM, , Room GNHS","Wed 02:30PM - 05:20PM, MACN, Room 201","Mon 11:30AM - 01:30PM, Room TBA Room TBA"
Fall 2022,Closed,AGR*2470*0104,AGR*2470*0104 (6622) Intro to Plant Agriculture,Guelph,"M. McDonald, B. Micallef, J. Nasielski",'0 / 20,0.50,Undergraduate,"Tues, Thur 01:00PM - 02:20PM, MCKN, Room 117","Thur 02:30PM - 05:20PM, , Room GNHS","Thur 02:30PM - 05:20PM, MCKN, Room 119A","Mon 11:30AM - 01:30PM, Room TBA Room TBA"
Fall 2022,Closed,AGR*2470*0105,AGR*2470*0105 (6623) Intro to Plant Agriculture,Guelph,"M. McDonald, B. Micallef, J. Nasielski",'0 / 20,0.50,Undergraduate,"Tues, Thur 01:00PM - 02:20PM, MCKN, Room 117","Mon 02:30PM - 05:20PM, , Room GNHS","Mon 02:30PM - 05:20PM, MCKN, Room 119A","Mon 11:30AM - 01:30PM, Room TBA Room TBA"
Fall 2022,Closed,AGR*2470*0106,AGR*2470*0106 (6624) Intro to Plant Agriculture,Guelph,"M. McDonald, B. Micallef, J. Nasielski",'0 / 20,0.50,Undergraduate,"Tues, Thur 01:00PM - 02:20PM, MCKN, Room 117","Fri 02:30PM - 05:20PM, CRSC, Room 101","Fri 02:30PM - 05:20PM, , Room GNHS","Mon 11:30AM - 01:30PM, Room TBA Room TBA"
Fall 2022,Open,AGR*3010*01,AGR*3010*01 (6625) Spec. Studies in Agr. Sci. I,Guelph,F. Tardif,'29 / 30,0.50,Undergraduate,"Days TBA Days TBA, Times TBA Times TBA, Room TBA Room TBA"
Fall 2022,Open,AGR*3450*0101,AGR*3450*0101 (6626) Research Methods,Guelph,J. Nasielski,'13 / 40,0.50,Undergraduate,"Tues, Thur 04:00PM - 05:20PM, ANNU, Room 204","Thur 08:30AM - 10:20AM, CRSC, Room 121B","Mon 08:30AM - 10:30AM, Room TBA Room TBA"
Fall 2022,Open,AGR*4010*01,AGR*4010*01 (6627) Spec. Studies in Agr. Sci. II,Guelph,A. Robinson,'10 / 10,0.50,Undergraduate,"Days TBA Days TBA, Times TBA Times TBA, Room TBA Room TBA"
Fall 2022,Open,AGR*4020*01,AGR*4020*01 (6628) Precision Agriculture,Guelph,J. Sulik,'14 / 35,0.50,Undergraduate,"Mon, Wed 01:00PM - 02:20PM, MCKN, Room 317"
Fall 2022,Open,AGR*4450*01,AGR*4450*01 (6629) Research Project I,Guelph,M. Kalischuk,'10 / 15,0.50,Undergraduate,"Mon 11:30AM - 12:20PM, ANNU, Room 002"
Fall 2022,Open,AGR*4460*01,AGR*4460*01 (6630) Research Project II,Guelph,M. Kalischuk,'13 / 15,1.00,Undergraduate,"Mon 11:30AM - 12:20PM, ANNU, Room 002"
Fall 2022,Open,ANSC*2340*DE01,ANSC*2340*DE01 (6631) Structure of Farm Animals,Guelph,M. Duarte,'21 / 65,0.50,Undergraduate,"Wed 08:30AM - 10:30AM, Room TBA Room TBA"
Fall 2022,Closed,ANSC*3050*01,ANSC*3050*01 (6632) Aquaculture: Advanced Issues,Guelph,D. Huyben,'0 / 48,0.50,Undergraduate,"Mon, Wed, Fri 01:30PM - 02:20PM, ANNU, Room 204"
Fall 2022,Closed,ANSC*3080*0101,ANSC*3080*0101 (6633) Agricultural Animal Physiology,Guelph,G. Bedecarrats,'0 / 33,0.50,Undergraduate,"Mon, Wed, Fri 08:30AM - 09:20AM, MACN, Room 105","Mon 02:30PM - 03:50PM, ANNU, Room 110","Mon 08:30AM - 10:30AM, Room TBA Room TBA"
Fall 2022,Open,ANSC*3080*0102,ANSC*3080*0102 (6634) Agricultural Animal Physiology,Guelph,G. Bedecarrats,'3 / 33,0.50,Undergraduate,"Mon, Wed, Fri 08:30AM - 09:20AM, MACN, Room 105","Mon 04:00PM - 05:20PM, ANNU, Room 110","Mon 08:30AM - 10:30AM, Room TBA Room TBA"
Fall 2022,Closed,ANSC*3080*0103,ANSC*3080*0103 (6635) Agricultural Animal Physiology,Guelph,G. Bedecarrats,'0 / 33,0.50,Undergraduate,"Mon, Wed, Fri 08:30AM - 09:20AM, MACN, Room 105","Tues 02:30PM - 03:50PM, ANNU, Room 110","Mon 08:30AM - 10:30AM, Room TBA Room TBA"
Fall 2022,Closed,ANSC*3080*0104,ANSC*3080*0104 (6636) Agricultural Animal Physiology,Guelph,G. Bedecarrats,'0 / 33,0.50,Undergraduate,"Mon, Wed, Fri 08:30AM - 09:20AM, MACN, Room 105","Tues 04:00PM - 05:20PM, ANNU, Room 110","Mon 08:30AM - 10:30AM, Room TBA Room TBA"
Fall 2022,Closed,ANSC*3080*0105,ANSC*3080*0105 (6637) Agricultural Animal Physiology,Guelph,G. Bedecarrats,'0 / 33,0.50,Undergraduate,"Mon, Wed, Fri 08:30AM - 09:20AM, MACN, Room 105","Thur 02:30PM - 03:50PM, ANNU, Room 110","Mon 08:30AM - 10:30AM, Room TBA Room TBA"
Fall 2022,Open,ANSC*3080*0106,ANSC*3080*0106 (6638) Agricultural Animal Physiology,Guelph,G. Bedecarrats,'12 / 33,0.50,Undergraduate,"Mon, Wed, Fri 08:30AM - 09:20AM, MACN, Room 105","Thur 04:00PM - 05:20PM, ANNU, Room 110","Mon 08:30AM - 10:30AM, Room TBA Room TBA"
Fall 2022,Closed,ANSC*3080*0107,ANSC*3080*0107 (6639) Agricultural Animal Physiology,Guelph,G. Bedecarrats,'0 / 33,0.50,Undergraduate,"Mon, Wed, Fri 08:30AM - 09:20AM, MACN, Room 105","Wed 02:30PM - 03:50PM, ANNU, Room 110","Mon 08:30AM - 10:30AM, Room TBA Room TBA"
Fall 2022,Closed,ANSC*3080*0108,ANSC*3080*0108 (6640) Agricultural Animal Physiology,Guelph,G. Bedecarrats,'0 / 33,0.50,Undergraduate,"Mon, Wed, Fri 08:30AM - 09:20AM, MACN, Room 105","Wed 04:00PM - 05:20PM, ANNU, Room 110","Mon 08:30AM - 10:30AM, Room TBA Room TBA"
Fall 2022,Closed,ANSC*3090*01,ANSC*3090*01 (6641) Principles of Animal Behaviour,Guelph,A. Harlander,'0 / 200,0.50,Undergraduate,"Tues, Thur 04:00PM - 05:20PM, ALEX, Room 200","Wed 07:00PM - 09:00PM, Room TBA Room TBA"
Fall 2022,Open,ANSC*3120*0101,ANSC*3120*0101 (6642) Animal Nutrition,Guelph,D. Bureau,'2 / 49,0.50,Undergraduate,"Mon, Wed, Fri 09:30AM - 10:20AM, MACN, Room 105","Mon 02:30PM - 04:20PM, ANNU, Room 102"
Fall 2022,Open,ANSC*3120*0102,ANSC*3120*0102 (6643) Animal Nutrition,Guelph,D. Bureau,'5 / 49,0.50,Undergraduate,"Mon, Wed, Fri 09:30AM - 10:20AM, MACN, Room 105","Tues 09:30AM - 11:20AM, ANNU, Room 102"
Fall 2022,Open,ANSC*3120*0103,ANSC*3120*0103 (6644) Animal Nutrition,Guelph,D. Bureau,'4 / 49,0.50,Undergraduate,"Mon, Wed, Fri 09:30AM - 10:20AM, MACN, Room 105","Wed 02:30PM - 04:20PM, ANNU, Room 102"
Fall 2022,Open,ANSC*3120*0104,ANSC*3120*0104 (6645) Animal Nutrition,Guelph,D. Bureau,'6 / 49,0.50,Undergraduate,"Mon, Wed, Fri 09:30AM - 10:20AM, MACN, Room 105","Thur 09:30AM - 11:20AM, ANNU, Room 102"
Fall 2022,Open,ANSC*3120*0105,ANSC*3120*0105 (6646) Animal Nutrition,Guelph,D. Bureau,'8 / 49,0.50,Undergraduate,"Mon, Wed, Fri 09:30AM - 10:20AM, MACN, Room 105","Tues 02:30PM - 04:20PM, ANNU, Room 102"
Fall 2022,Closed,ANSC*4010*01,ANSC*4010*01 (6647) Animal Welfare Judging & Eval,Guelph,"T. Widowski, D. Haley",'0 / 20,0.50,Undergraduate,"Wed 05:30PM - 08:20PM, ANNU, Room 101","Mon 08:30AM - 10:30AM, Room TBA Room TBA"
Fall 2022,Open,ANSC*4040*0101,ANSC*4040*0101 (6648) Digital Tech Animal Production,Guelph,J. St-Pierre,'5 / 20,0.50,Undergraduate,"Mon, Wed 01:30PM - 02:20PM, ANNU, Room 030","Fri 02:30PM - 05:20PM, ANNU, Room 030"
Fall 2022,Open,ANSC*4050*0101,ANSC*4050*0101 (6649) Biotechnology in Animal Sci,Guelph,J. Li,'1 / 37,0.50,Undergraduate,"Tues, Thur 11:30AM - 12:50PM, MCKN, Room 115","Wed 08:30AM - 10:20AM, ANNU, Room 110","Mon 11:30AM - 01:30PM, Room TBA Room TBA"
Fall 2022,Closed,ANSC*4050*0102,ANSC*4050*0102 (6650) Biotechnology in Animal Sci,Guelph,J. Li,'0 / 37,0.50,Undergraduate,"Tues, Thur 11:30AM - 12:50PM, MCKN, Room 115","Wed 10:30AM - 12:20PM, ANNU, Room 110","Mon 11:30AM - 01:30PM, Room TBA Room TBA"
Fall 2022,Closed,ANSC*4230*01,ANSC*4230*01 (6651) Challenges & Opps in Dairy Cat,Guelph,T. DeVries,'0 / 24,0.50,Undergraduate,"Mon 11:30AM - 02:20PM, ANNU, Room 102"
